,year,where_coordinates,total_deaths,GDP Deflator Value
895,2004,Southern Sudan,3.0,48.8939153682
896,2004,Katire town,10.0,48.8939153682
881,2004,Southern Sudan,11.0,48.8939153682
880,2004,Southern Sudan,54.0,48.8939153682
614,2004,Karnoi wells,1.0,48.8939153682
878,2004,Southern Sudan,2.0,48.8939153682
612,2004,Sheiria town,22.0,48.8939153682
416,2004,Upper Nile state,49.0,48.8939153682
417,2004,Akobo town,204.0,48.8939153682
418,2004,Upper Nile state,0.0,48.8939153682
876,2004,Southern Sudan,30.0,48.8939153682
524,2004,Tina village,0.0,48.8939153682
879,2004,Southern Sudan,18.0,48.8939153682
877,2004,Belibeli village,2.0,48.8939153682
525,2004,Sudan-Chad border in Darfur,37.0,48.8939153682
2087,2005,Maridi-Tore road,1.0,59.2069317175
2084,2005,Southern Sudan,2.0,59.2069317175
2088,2005,Southern Sudan,10.0,59.2069317175
660,2005,Kutum town,6.0,59.2069317175
2086,2005,Maridi town,3.0,59.2069317175
2085,2005,Morobo town,1.0,59.2069317175
2083,2005,Liria town,16.0,59.2069317175
1234,2005,Tawila town,5.0,59.2069317175
1236,2005,Geneina town,1.0,59.2069317175
1235,2005,Khazan Gadid  village,3.0,59.2069317175
659,2005,Sheiria town,80.0,59.2069317175
1233,2005,Tawila town,5.0,59.2069317175
1232,2005,Kalma refugee camp,1.0,59.2069317175
1231,2005,Khartoum city,1.0,59.2069317175
1230,2005,Tawila town,1.0,59.2069317175
1229,2005,Jebel Marra area,22.0,59.2069317175
1228,2005,Port Sudan town,0.0,59.2069317175
2082,2005,Loka town,14.0,59.2069317175
658,2005,Jebel Marra area,0.0,59.2069317175
655,2005,Shingil Tobaya town,0.0,59.2069317175
2710,2005,Khartoum city,0.0,59.2069317175
2024,2005,Northern Darfur state,3.0,59.2069317175
2023,2005,Malam village,30.0,59.2069317175
2022,2005,Nyala town,0.0,59.2069317175
2021,2005,Darfur,10.0,59.2069317175
2288,2005,Abu Surug village,19.0,59.2069317175
2376,2005,Northern Darfur state,0.0,59.2069317175
2025,2005,Wazazin village,2.0,59.2069317175
1227,2005,Shingil Tobaya town,100.0,59.2069317175
2711,2005,Juba town,0.0,59.2069317175
2027,2005,Southern Darfur state,12.0,59.2069317175
2377,2005,Geneina town,0.0,59.2069317175
2477,2005,Northern Darfur state,0.0,59.2069317175
651,2005,Nyala town,0.0,59.2069317175
652,2005,Darfur,20.0,59.2069317175
653,2005,Darfur,4.0,59.2069317175
654,2005,Abu Hamra town,0.0,59.2069317175
656,2005,Shingil Tobaya town,20.0,59.2069317175
657,2005,Korbia town,0.0,59.2069317175
2028,2005,Malam village,0.0,59.2069317175
2026,2005,Haraza town,3.0,59.2069317175
1226,2005,Shingil Tobaya town,0.0,59.2069317175
1224,2005,Hamada town,105.0,59.2069317175
2284,2005,Aro Sharow IDP camp,34.0,59.2069317175
2283,2005,Sheiria town,81.0,59.2069317175
2282,2005,Khor Abeche town,4.0,59.2069317175
2281,2005,Darfur,2.0,59.2069317175
903,2005,DR Congo-Sudan border,6.0,59.2069317175
902,2005,Yei-Maridi road,13.0,59.2069317175
901,2005,Magwi district,15.0,59.2069317175
900,2005,Tereteinia village,7.0,59.2069317175
899,2005,Sudan-Uganda border,20.0,59.2069317175
898,2005,Jabal Attiki location,13.0,59.2069317175
897,2005,Sudan-Uganda border,4.0,59.2069317175
2081,2005,Juba town,9.0,59.2069317175
2080,2005,Torit-Juba road,7.0,59.2069317175
2078,2005,Southern Sudan,8.0,59.2069317175
2077,2005,Juba town,4.0,59.2069317175
2269,2005,Darfur,0.0,59.2069317175
2270,2005,Salia village,9.0,59.2069317175
2271,2005,Southern Darfur state,0.0,59.2069317175
2272,2005,Darfur,4.0,59.2069317175
2273,2005,Western Darfur state,1.0,59.2069317175
2280,2005,Zalingei town,2.0,59.2069317175
2279,2005,Darfur,2.0,59.2069317175
2278,2005,Darfur,1.0,59.2069317175
2277,2005,Darfur,1.0,59.2069317175
2276,2005,Darfur,1.0,59.2069317175
2275,2005,Labado village,4.0,59.2069317175
2274,2005,Duma town,1.0,59.2069317175
2285,2005,Southern Darfur state,38.0,59.2069317175
1225,2005,Leer town,1.0,59.2069317175
2079,2005,Pageri village,10.0,59.2069317175
2009,2005,Southern Darfur state,2.0,59.2069317175
2287,2005,Kalma refugee camp,1.0,59.2069317175
2286,2005,Gereia town,20.0,59.2069317175
1223,2005,Darfur,0.0,59.2069317175
1222,2005,Al-Fashir town,1.0,59.2069317175
2370,2005,Zalingei town,0.0,59.2069317175
1221,2005,Darfur,0.0,59.2069317175
2712,2005,Malakal town,0.0,59.2069317175
2029,2005,Al-Fashir town,1.0,59.2069317175
2010,2005,Khazan Gadid  village,0.0,59.2069317175
2375,2005,Khor Abeche town,2.0,59.2069317175
2374,2005,Southern Darfur state,0.0,59.2069317175
2373,2005,Northern Darfur state,6.0,59.2069317175
2372,2005,Northern Darfur state,2.0,59.2069317175
2295,2006,Southern Darfur state,6.0,71.4968273237
2308,2006,Al-Fashir town,3.0,71.4968273237
2290,2006,Kutum town,15.0,71.4968273237
2291,2006,Kuri village,1.0,71.4968273237
2292,2006,Turtura village,1.0,71.4968273237
2289,2006,Darfur,0.0,71.4968273237
2034,2006,Korma town,0.0,71.4968273237
2297,2006,Jebel Marra area,12.0,71.4968273237
2296,2006,Southern Darfur state,4.0,71.4968273237
2309,2006,Sirba town,30.0,71.4968273237
2310,2006,Al-Fashir town,2.0,71.4968273237
2311,2006,Kutum town,7.0,71.4968273237
2306,2006,Northern Darfur state,2.0,71.4968273237
661,2006,Birmaza town,3.0,71.4968273237
2305,2006,Kalajoh village,15.0,71.4968273237
2304,2006,Darfur,4.0,71.4968273237
2307,2006,Um Sayaala village,5.0,71.4968273237
2303,2006,Madu town,4.0,71.4968273237
2301,2006,Melllit town,5.0,71.4968273237
2300,2006,Kalma refugee camp,1.0,71.4968273237
2299,2006,Ghubaysh village,67.0,71.4968273237
2298,2006,Buram town,200.0,71.4968273237
2091,2006,Juba town,0.0,71.4968273237
2090,2006,Juba town,0.0,71.4968273237
2089,2006,Rejaf town,3.0,71.4968273237
2302,2006,Bir Dagig town,0.0,71.4968273237
662,2006,Hashaba town,8.0,71.4968273237
1244,2006,Sheiria town,9.0,71.4968273237
792,2006,Umm Sidir town,1.0,71.4968273237
806,2006,Sheiria town,7.0,71.4968273237
805,2006,Northern Darfur state,24.0,71.4968273237
804,2006,Kutum town,10.0,71.4968273237
803,2006,Dobo village,2.0,71.4968273237
802,2006,Saiyah town,9.0,71.4968273237
801,2006,Northern Darfur state,0.0,71.4968273237
800,2006,Sharif town,16.0,71.4968273237
799,2006,Abu Jabrah village,16.0,71.4968273237
798,2006,Birmaza town,3.0,71.4968273237
797,2006,Qarqar'a village,0.0,71.4968273237
796,2006,Umm Sidir town,9.0,71.4968273237
795,2006,Umm Sidir town,0.0,71.4968273237
794,2006,Hashaba town,0.0,71.4968273237
793,2006,Saiyah town,1.0,71.4968273237
791,2006,Abu Sikkin village,7.0,71.4968273237
790,2006,Hasan village,7.0,71.4968273237
789,2006,Kulkul town,6.0,71.4968273237
788,2006,Hamrat al-Sheikh town,12.0,71.4968273237
1237,2006,Haraza town,9.0,71.4968273237
1238,2006,Southern Darfur state,11.0,71.4968273237
1239,2006,Suqur town,9.0,71.4968273237
807,2006,Northern Darfur state,40.0,71.4968273237
1240,2006,Tibon town,15.0,71.4968273237
808,2006,Northern Darfur state,3.0,71.4968273237
810,2006,Gereia town,24.0,71.4968273237
2378,2006,Akobo district,150.0,71.4968273237
940,2006,Southern Sudan close to Ethiopian border,1.0,71.4968273237
939,2006,Obwodi village,5.0,71.4968273237
914,2006,Southern Sudan,0.0,71.4968273237
913,2006,Juba town,1.0,71.4968273237
912,2006,Southern Sudan,4.0,71.4968273237
911,2006,Ngangala village,2.0,71.4968273237
910,2006,Southern Sudan,2.0,71.4968273237
909,2006,Eastern Equatoria state,1.0,71.4968273237
908,2006,Southern Sudan,6.0,71.4968273237
907,2006,Southern Sudan,1.0,71.4968273237
906,2006,Juba town,4.0,71.4968273237
905,2006,Southern Sudan,2.0,71.4968273237
904,2006,Juba town,5.0,71.4968273237
2364,2006,Gereia town,0.0,71.4968273237
2348,2006,Lakes state,0.0,71.4968273237
815,2006,Al-Fashir town,3.0,71.4968273237
814,2006,Al-Fashir town,3.0,71.4968273237
813,2006,Omdurman town,0.0,71.4968273237
812,2006,Khor Abeche town,0.0,71.4968273237
811,2006,Abgragel town,10.0,71.4968273237
809,2006,Gereia town,12.0,71.4968273237
1241,2006,Daya area,15.0,71.4968273237
2294,2006,Natiqa area,29.0,71.4968273237
1243,2006,Hamadiya camp,1.0,71.4968273237
2479,2006,Umm Sidir town,1.0,71.4968273237
1242,2006,Gereia town,12.0,71.4968273237
2481,2006,Korma town,0.0,71.4968273237
2482,2006,Kulkul town,3.0,71.4968273237
2483,2006,Northern Darfur state,2.0,71.4968273237
2484,2006,Northern Darfur state,1.0,71.4968273237
1265,2006,Northern Darfur state,5.0,71.4968273237
1264,2006,Southern Darfur state,0.0,71.4968273237
1263,2006,Birmaza town,20.0,71.4968273237
1262,2006,Birmaza town,4.0,71.4968273237
1261,2006,Northern Darfur state,5.0,71.4968273237
2478,2006,Khazan Gadid  village,0.0,71.4968273237
2480,2006,Tawila town,0.0,71.4968273237
1259,2006,Tibon town,15.0,71.4968273237
1258,2006,Sani Haya village,3.0,71.4968273237
1260,2006,Tibon town,15.0,71.4968273237
1256,2006,Sirba town,0.0,71.4968273237
2293,2006,Northern Darfur state,1.0,71.4968273237
1245,2006,Darfur,1.0,71.4968273237
1246,2006,Darfur,7.0,71.4968273237
1247,2006,Karbaba town,0.0,71.4968273237
1248,2006,Karbaba town,2.0,71.4968273237
1249,2006,Kass town,2.0,71.4968273237
1250,2006,Al-Fashir town,4.0,71.4968273237
1257,2006,Sirba town,30.0,71.4968273237
1251,2006,Um Dereisa village,3.0,71.4968273237
1253,2006,Madu town,0.0,71.4968273237
1254,2006,Sirba town,11.0,71.4968273237
1255,2006,Sirba town,11.0,71.4968273237
1252,2006,Al-Fashir town,1.0,71.4968273237
2714,2007,Darfur,20.0,88.7694415849
531,2007,Northern Darfur state,0.0,88.7694415849
532,2007,Heglig town,2.0,88.7694415849
533,2007,Geneina town,3.0,88.7694415849
2713,2007,Southern Darfur state,0.0,88.7694415849
530,2007,Wad Banda village,0.0,88.7694415849
526,2007,Kutum town,8.0,88.7694415849
528,2007,Southern Darfur state,10.0,88.7694415849
527,2007,Ayn Siro town,9.0,88.7694415849
2468,2007,Moraia Jenge village,0.0,88.7694415849
2467,2007,Bulbul area,0.0,88.7694415849
2466,2007,Amar Jadeed town,39.0,88.7694415849
2465,2007,Southern Darfur state,4.0,88.7694415849
2379,2007,Jonglei state,0.0,88.7694415849
2597,2007,Jonglei state,1.0,88.7694415849
529,2007,Adila town,55.0,88.7694415849
2469,2007,Southern Darfur state,3.0,88.7694415849
2349,2007,Jonglei state,0.0,88.7694415849
2471,2007,Southern Darfur state,0.0,88.7694415849
2463,2007,Mohajirya-Moraya village,18.0,88.7694415849
2312,2007,Sirba town,6.0,88.7694415849
2313,2007,Northern Darfur state,2.0,88.7694415849
2314,2007,Darfur,2.0,88.7694415849
2315,2007,Sane Delebah village,1.0,88.7694415849
663,2007,Guldo town,2.0,88.7694415849
2350,2007,Jonglei state,0.0,88.7694415849
2351,2007,Bor town,24.0,88.7694415849
2352,2007,Eastern Equatoria state,0.0,88.7694415849
2353,2007,Southern Darfur state,125.0,88.7694415849
2476,2007,Nyala town,2.0,88.7694415849
2475,2007,Nyala town,3.0,88.7694415849
2474,2007,Dandora village,11.0,88.7694415849
2473,2007,Um Hemeda village,11.0,88.7694415849
2472,2007,Gawaya town,61.0,88.7694415849
2470,2007,Bulbul Abu Jazzo village,75.0,88.7694415849
2464,2007,Mohajirya-Moraya village,17.0,88.7694415849
818,2007,Nyala town,0.0,88.7694415849
1274,2007,Sisi town,1.0,88.7694415849
823,2007,Wad Banda village,0.0,88.7694415849
1276,2007,Muhajiriya town,30.0,88.7694415849
1275,2007,Northern Darfur state,1.0,88.7694415849
822,2007,Adila town,55.0,88.7694415849
1273,2007,Northern Darfur state,7.0,88.7694415849
1272,2007,Kulbus town,0.0,88.7694415849
1271,2007,Kajbar village,4.0,88.7694415849
824,2007,Haskanita town,2.0,88.7694415849
1270,2007,Abu Surug village,4.0,88.7694415849
1268,2007,Amri/village,3.0,88.7694415849
1267,2007,Northern Darfur state,40.0,88.7694415849
821,2007,Um Rai village,0.0,88.7694415849
1266,2007,Southern Darfur state,7.0,88.7694415849
816,2007,Khartoum city,10.0,88.7694415849
817,2007,Nyala town,1.0,88.7694415849
2035,2007,Northern Darfur state,3.0,88.7694415849
1269,2007,Northern Darfur state,0.0,88.7694415849
916,2007,Mundri East district,2.0,88.7694415849
915,2007,Eastern Equatoria state,0.0,88.7694415849
2103,2007,Central Equatoria state,4.0,88.7694415849
2036,2007,Tawila town,15.0,88.7694415849
2037,2007,Northern Darfur state,2.0,88.7694415849
2092,2007,Juba-Nimule road,5.0,88.7694415849
2093,2007,Magwe village,8.0,88.7694415849
2095,2007,Torit town,5.0,88.7694415849
2096,2007,Parajok village,3.0,88.7694415849
2094,2007,Southern Sudan,1.0,88.7694415849
2098,2007,Li Yubu town,2.0,88.7694415849
2099,2007,Torit town,1.0,88.7694415849
2100,2007,Maridi town,1.0,88.7694415849
2101,2007,Mugale village,14.0,88.7694415849
2102,2007,Nimule town,7.0,88.7694415849
2097,2007,Magwe village and Nimule (between),3.0,88.7694415849
826,2008,Darfur,0.0,80.6746050308
827,2008,Northern Darfur state,0.0,80.6746050308
828,2008,Tawila town,7.0,80.6746050308
829,2008,Northern Darfur state,4.0,80.6746050308
825,2008,Um Keddada town,21.0,80.6746050308
2012,2008,Southern Kordofan state,0.0,80.6746050308
830,2008,El-Hilif town,4.0,80.6746050308
1277,2008,Geneina town,0.0,80.6746050308
1278,2008,Geneina town,24.0,80.6746050308
1279,2008,Sirba town,42.0,80.6746050308
1280,2008,Abu Surug village,0.0,80.6746050308
1281,2008,Sirba town,0.0,80.6746050308
1282,2008,Silea town,0.0,80.6746050308
1283,2008,Abu Surug village,30.0,80.6746050308
2488,2008,Muhajiriya town,41.0,80.6746050308
2316,2008,Western Darfur state,2.0,80.6746050308
2354,2008,Tomat village,0.0,80.6746050308
2318,2008,Southern Darfur state,0.0,80.6746050308
534,2008,Geneina town,0.0,80.6746050308
535,2008,Zalingei town,0.0,80.6746050308
536,2008,Sirf Jaj area,1.0,80.6746050308
537,2008,Abu Surug village,2.0,80.6746050308
921,2008,Sakure village,0.0,80.6746050308
920,2008,Nimule town,3.0,80.6746050308
538,2008,Southern Darfur state,0.0,80.6746050308
539,2008,Jebel Mun area,23.0,80.6746050308
540,2008,Western Darfur state,5.0,80.6746050308
541,2008,Aro Sharow IDP camp,5.0,80.6746050308
542,2008,Western Darfur state,19.0,80.6746050308
543,2008,Madu town,1.0,80.6746050308
544,2008,Shegeg Karo village,13.0,80.6746050308
545,2008,Omdurman town,4.0,80.6746050308
546,2008,Omdurman town,200.0,80.6746050308
547,2008,Omdurman town,0.0,80.6746050308
548,2008,Omdurman town,136.0,80.6746050308
2319,2008,Bere village,0.0,80.6746050308
2320,2008,Al-Fashir town,2.0,80.6746050308
2321,2008,Muhajiriya town,40.0,80.6746050308
2322,2008,Zalingei town,1.0,80.6746050308
938,2008,Moli village,1.0,80.6746050308
1285,2008,Silea town,20.0,80.6746050308
2317,2008,Western Darfur state,9.0,80.6746050308
2355,2008,Southern Darfur state,35.0,80.6746050308
2390,2008,Amiel Pakam village,0.0,80.6746050308
917,2008,Eastern Equatoria state,1.0,80.6746050308
918,2008,Nabanga village,15.0,80.6746050308
919,2008,Southern Sudan,2.0,80.6746050308
550,2008,Northern Darfur state,2.0,80.6746050308
549,2008,Western Darfur state,3.0,80.6746050308
2356,2008,Southern Darfur state,0.0,80.6746050308
1286,2008,Geneina town,2.0,80.6746050308
1284,2008,Silea town,9.0,80.6746050308
1288,2008,Sudan-Chad border in Darfur,1.0,80.6746050308
675,2008,Kutum town,0.0,80.6746050308
674,2008,Western Darfur state,0.0,80.6746050308
673,2008,Jebel Marra area,5.0,80.6746050308
672,2008,Tawila town,5.0,80.6746050308
671,2008,Birmaza town,5.0,80.6746050308
670,2008,Disa town,5.0,80.6746050308
2119,2008,Maridi district,4.0,80.6746050308
2118,2008,Maridi district,3.0,80.6746050308
669,2008,Abu Hamra town,2.0,80.6746050308
2117,2008,Yambio district,3.0,80.6746050308
666,2008,Darfur,8.0,80.6746050308
2116,2008,Maridi district,2.0,80.6746050308
2114,2008,Mboroko village,40.0,80.6746050308
2113,2008,Maridi district,2.0,80.6746050308
2112,2008,Yei district,2.0,80.6746050308
2111,2008,Yei district,2.0,80.6746050308
1287,2008,Silea town,1.0,80.6746050308
668,2008,Kafod town,1.0,80.6746050308
667,2008,Atrun area,17.0,80.6746050308
2110,2008,Western Equatoria state,2.0,80.6746050308
664,2008,Aro Sharow IDP camp,5.0,80.6746050308
665,2008,Western Darfur state,5.0,80.6746050308
2115,2008,Maridi district,1.0,80.6746050308
677,2008,Birmaza town,0.0,80.6746050308
676,2008,Disa town,0.0,80.6746050308
679,2008,Northern Darfur state,2.0,80.6746050308
2011,2008,Western Darfur state,3.0,80.6746050308
1289,2008,Aro Sharow IDP camp,3.0,80.6746050308
1290,2008,Darfur,3.0,80.6746050308
2444,2008,Abu Jabrah village,55.0,80.6746050308
1291,2008,Khartoum city,2.0,80.6746050308
1292,2008,Abyei town,15.0,80.6746050308
1293,2008,Nyala town,0.0,80.6746050308
1294,2008,Nyala town,33.0,80.6746050308
678,2008,Northern Darfur state,21.0,80.6746050308
2104,2008,Kajo Keji town,4.0,80.6746050308
1295,2008,Al-Fashir town,1.0,80.6746050308
680,2008,Korbia town,0.0,80.6746050308
681,2008,Northern Darfur state,4.0,80.6746050308
2105,2008,Southern Sudan,0.0,80.6746050308
2106,2008,Western Equatoria state,10.0,80.6746050308
2107,2008,Ezo town,3.0,80.6746050308
2108,2008,Sakure village,3.0,80.6746050308
2109,2008,Sakure village,1.0,80.6746050308
682,2008,El-Hilif town,5.0,80.6746050308
2153,2009,Ezo town,2.0,73.5550810898
2149,2009,Yambio town,1.0,73.5550810898
2615,2009,Awerial district,47.0,73.5550810898
2151,2009,Yambio town,1.0,73.5550810898
2154,2009,Yambio town,1.0,73.5550810898
2152,2009,Nzara town,2.0,73.5550810898
2614,2009,Awerial district,0.0,73.5550810898
2150,2009,Yambio town,1.0,73.5550810898
2148,2009,Ezo district,2.0,73.5550810898
2381,2009,Akobo district,0.0,73.5550810898
2146,2009,Bandima town,12.0,73.5550810898
2155,2009,Timbiro village,1.0,73.5550810898
2590,2009,Malakal town,0.0,73.5550810898
2591,2009,Bieny Thiang village,20.0,73.5550810898
2592,2009,Buol village,5.0,73.5550810898
2593,2009,Nagdiar town,0.0,73.5550810898
2594,2009,Upper Nile state,9.0,73.5550810898
2595,2009,Jebel Lado,0.0,73.5550810898
2596,2009,Jebel Lado,0.0,73.5550810898
2142,2009,Yei town,6.0,73.5550810898
2598,2009,Wanyang town,0.0,73.5550810898
2599,2009,Pakeri village,0.0,73.5550810898
2600,2009,Palec village,0.0,73.5550810898
2589,2009,Nagdiar town,0.0,73.5550810898
2601,2009,Buko village,0.0,73.5550810898
2147,2009,Nabanga village,1.0,73.5550810898
2602,2009,Kowjik village,0.0,73.5550810898
2383,2009,Nyandit payam,0.0,73.5550810898
2604,2009,Diar village,0.0,73.5550810898
2605,2009,Yabisak village,0.0,73.5550810898
2606,2009,Bojo-Ajut village,0.0,73.5550810898
2607,2009,Bojo town,0.0,73.5550810898
2608,2009,Bombora village,0.0,73.5550810898
2609,2009,Lyeli village,0.0,73.5550810898
2610,2009,Gemmeiza village,0.0,73.5550810898
2611,2009,Bokuna town,0.0,73.5550810898
2382,2009,Likuangole town,0.0,73.5550810898
2380,2009,Pibor Post,0.0,73.5550810898
2143,2009,Kirkwat village,4.0,73.5550810898
2144,2009,Baruga location,2.0,73.5550810898
2145,2009,Yei district,7.0,73.5550810898
2603,2009,Sudan Safari village,0.0,73.5550810898
2156,2009,Maridi town,1.0,73.5550810898
2616,2009,Tonj town,30.0,73.5550810898
2158,2009,Ezo town,2.0,73.5550810898
2134,2009,Andari village,1.0,73.5550810898
2133,2009,Bamani village,2.0,73.5550810898
2132,2009,Yambio district,25.0,73.5550810898
2131,2009,Garyia village,2.0,73.5550810898
2130,2009,Mundri West district,1.0,73.5550810898
2129,2009,Ezo district,3.0,73.5550810898
2128,2009,Wowo village,5.0,73.5550810898
2393,2009,Southern Sudan,0.0,73.5550810898
3463,2009,Wernyol village,46.0,73.5550810898
2127,2009,Mundri West district,2.0,73.5550810898
2126,2009,Bangolo village,2.0,73.5550810898
2125,2009,Tore Wandi village,8.0,73.5550810898
2124,2009,Maridi town,5.0,73.5550810898
2123,2009,Mboroko village,5.0,73.5550810898
2122,2009,Maridi town,4.0,73.5550810898
2121,2009,Maridi town,4.0,73.5550810898
2120,2009,Ezo district,7.0,73.5550810898
2140,2009,Ezo district,1.0,73.5550810898
2038,2009,Kuma Giridat village,13.0,73.5550810898
2135,2009,Manikakara town,1.0,73.5550810898
2157,2009,Western Equatoria state,20.0,73.5550810898
2136,2009,Maridi town,1.0,73.5550810898
2138,2009,Western Equatoria state,0.0,73.5550810898
2159,2009,Ezo district,0.0,73.5550810898
2160,2009,Yambio district,2.0,73.5550810898
2161,2009,Bariguna village,1.0,73.5550810898
2162,2009,Maridi town,0.0,73.5550810898
2391,2009,Jonglei state,24.0,73.5550810898
2359,2009,Buram town,8.0,73.5550810898
2358,2009,Southern Darfur state,0.0,73.5550810898
2357,2009,Southern Darfur state,0.0,73.5550810898
2163,2009,Kidi village,2.0,73.5550810898
2164,2009,West Namutina area,10.0,73.5550810898
2165,2009,Li Yubu town,2.0,73.5550810898
2166,2009,Tumba village,3.0,73.5550810898
2167,2009,Nzara town,4.0,73.5550810898
2168,2009,Raja district,1.0,73.5550810898
2323,2009,Al-Fashir town,1.0,73.5550810898
2392,2009,Duk-Padiet town,165.0,73.5550810898
2508,2009,Torkech village,0.0,73.5550810898
2139,2009,Tigi village,1.0,73.5550810898
2445,2009,Southern Kordofan state,169.0,73.5550810898
2137,2009,Mboroko village,0.0,73.5550810898
2141,2009,Ezo town,4.0,73.5550810898
2385,2009,Mareng village,150.0,73.5550810898
684,2009,Korma town,6.0,73.5550810898
927,2009,Yambio town,1.0,73.5550810898
559,2009,Muhajiriya town,7.0,73.5550810898
560,2009,Al Malamm town,0.0,73.5550810898
562,2009,Mountainous Jebel Marra area,4.0,73.5550810898
563,2009,Donki town,13.0,73.5550810898
564,2009,Sudan-Chad border in Darfur,20.0,73.5550810898
565,2009,Furawiya town,0.0,73.5550810898
2384,2009,Nyandit payam,0.0,73.5550810898
566,2009,Babanusa town,0.0,73.5550810898
690,2009,Western Darfur state,7.0,73.5550810898
689,2009,Jabel Eissa al-Harra,10.0,73.5550810898
688,2009,Jebel Marra area,18.0,73.5550810898
687,2009,Korma town,0.0,73.5550810898
686,2009,Northern Darfur state,3.0,73.5550810898
685,2009,Ayn Siro town,5.0,73.5550810898
683,2009,Hashaba town,0.0,73.5550810898
931,2009,Raja district,5.0,73.5550810898
558,2009,Muhajiriya town,3.0,73.5550810898
561,2009,Al-Fashir town,2.0,73.5550810898
925,2009,Ri-Kwangba,7.0,73.5550810898
554,2009,Muhajiriya town,16.0,73.5550810898
553,2009,Muhajiriya town,9.0,73.5550810898
924,2009,Western Equatoria state,2.0,73.5550810898
926,2009,Nzara town,3.0,73.5550810898
930,2009,Raja district,3.0,73.5550810898
929,2009,Southern Darfur state,0.0,73.5550810898
928,2009,Ezo town,1.0,73.5550810898
555,2009,Muhajiriya town,7.0,73.5550810898
552,2009,Muhajiriya town,145.0,73.5550810898
557,2009,Muhajiriya town,1.0,73.5550810898
551,2009,Muhajiriya town,5.0,73.5550810898
923,2009,Maridi town,1.0,73.5550810898
922,2009,Mboroko village,1.0,73.5550810898
556,2009,Gereida town,0.0,73.5550810898
838,2010,Atar district,8.0,75.8950760780
837,2010,Jonglei state,5.0,75.8950760780
836,2010,Tondiak village,6.0,75.8950760780
839,2010,Atar district,0.0,75.8950760780
695,2010,Jebel Marra area,50.0,75.8950760780
691,2010,Golo town,4.0,75.8950760780
696,2010,Dida,4.0,75.8950760780
835,2010,Jonglei state,5.0,75.8950760780
697,2010,Jebel Marra area,0.0,75.8950760780
698,2010,Deribat town,0.0,75.8950760780
2324,2010,Kass town,2.0,75.8950760780
2325,2010,Tabarat village,2.0,75.8950760780
2326,2010,Tabarat village,0.0,75.8950760780
2327,2010,Tabarat village,37.0,75.8950760780
2328,2010,Tabarat village,0.0,75.8950760780
589,2010,Dar al-Salam town,43.0,75.8950760780
840,2010,Atar district,0.0,75.8950760780
834,2010,Jonglei state,3.0,75.8950760780
1300,2010,Suni town,1.0,75.8950760780
832,2010,Doleib village,0.0,75.8950760780
2504,2010,Yirol district,0.0,75.8950760780
2503,2010,Yirol district,0.0,75.8950760780
934,2010,Tambura district,2.0,75.8950760780
933,2010,Ezo district,1.0,75.8950760780
2502,2010,Yirol district,0.0,75.8950760780
2501,2010,Gogrial district,0.0,75.8950760780
694,2010,Jebel Marra area,0.0,75.8950760780
2500,2010,Wunchuei village,140.0,75.8950760780
699,2010,Jawa village,6.0,75.8950760780
932,2010,Mapoi location,3.0,75.8950760780
700,2010,Suni town,0.0,75.8950760780
1297,2010,Heleilat village,4.0,75.8950760780
588,2010,Dar al-Salam town,3.0,75.8950760780
693,2010,Deribat town,90.0,75.8950760780
692,2010,Jebel Marra area,1.0,75.8950760780
1298,2010,Upper Nile state,5.0,75.8950760780
1299,2010,Zalingei town,0.0,75.8950760780
1301,2010,Khor Abeche town,2.0,75.8950760780
819,2010,Khor Abeche town,0.0,75.8950760780
833,2010,Jonglei state,0.0,75.8950760780
587,2010,Negeha village,0.0,75.8950760780
584,2010,Northern Darfur state,10.0,75.8950760780
585,2010,Southern Darfur state,10.0,75.8950760780
576,2010,Darfur,0.0,75.8950760780
575,2010,Sheiria town,102.0,75.8950760780
574,2010,Sheiria district,102.0,75.8950760780
573,2010,Jebel Mun area,0.0,75.8950760780
572,2010,Darfur,0.0,75.8950760780
571,2010,Sulaya town,20.0,75.8950760780
570,2010,Sulaya town,4.0,75.8950760780
569,2010,Sulaya town,40.0,75.8950760780
568,2010,Kalab,3.0,75.8950760780
567,2010,Jebel Mun area,9.0,75.8950760780
2612,2010,Gemmeiza village,3.0,75.8950760780
2613,2010,Terekeka district,0.0,75.8950760780
2360,2010,Malam village,0.0,75.8950760780
2618,2010,Bahr Gel village,21.0,75.8950760780
586,2010,Sheiria district,0.0,75.8950760780
2619,2010,Yirol district,0.0,75.8950760780
2172,2010,Ezo district,1.0,75.8950760780
2171,2010,Ezo town,3.0,75.8950760780
2170,2010,Ezo town,1.0,75.8950760780
2169,2010,Ezo district,1.0,75.8950760780
2449,2010,Khore Ramla,0.0,75.8950760780
2450,2010,Khore Ramla,0.0,75.8950760780
2451,2010,Misseriya village between the towns of Kass and Zalingei,25.0,75.8950760780
2452,2010,Darfur,0.0,75.8950760780
2453,2010,Kass town,0.0,75.8950760780
2454,2010,Zalingei town,0.0,75.8950760780
2455,2010,Garsila,48.0,75.8950760780
12,2010,Sudan/Chad border (near),31.0,75.8950760780
11,2010,Sudan/Chad border (near),7.0,75.8950760780
2456,2010,Kass town,0.0,75.8950760780
2173,2010,Duma town,1.0,75.8950760780
2175,2010,Kasha village,1.0,75.8950760780
2174,2010,Tambura town,1.0,75.8950760780
