GHO (CODE),YEAR (DISPLAY),STARTYEAR,ENDYEAR,DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Low,High
NCD_BMI_30C,1997,1997,1997,SEX,SEX_MLE,Male,2.21,1.27,3.51
SDGSUICIDE,2003,2003,2003,SEX,SEX_MLE,Male,5.23,2.54,8.96
NCD_CHOL_MEANTOTALCHOL_A,1987,1987,1987,SEX,SEX_MLE,Male,3.9,3.5,4.3
NCD_DTH_TOT,2001,2001,2001,SEX,SEX_FMLE,Female,41420.07,21215.7,76726.24
NCD_BMI_PLUS2C,2007,2007,2007,SEX,SEX_FMLE,Female,1.98,0.55,4.96
NCD_BMI_30A,2009,2009,2009,SEX,SEX_MLE,Male,5.26,3.89,6.88
SDG_SH_DTH_RNCOM,2018,2018,2018,SEX,SEX_FMLE,Female,2409.8,1237.11,4225.4
NCD_CHOL_MEANHDL_A,1993,1993,1993,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.2
NCD_BMI_PLUS1C,2012,2012,2012,SEX,SEX_BTSX,Both sexes,10.9,6.09,17.14
NCD_DIABETES_PREVALENCE_AGESTD,2011,2011,2011,SEX,SEX_MLE,Male,11.88,8.06,16.44
NCD_PAA,2020,2020,2020,SEX,SEX_FMLE,Female,21.16,10.6,35.06
NCD_CHOL_MEANNONHDL_C,2016,2016,2016,SEX,SEX_BTSX,Both sexes,2.9,2.8,3.1
SDG_SH_DTH_RNCOM,2012,2012,2012,SEX,SEX_MLE,Male,5864.8,2958.96,10511.59
NCD_CHOL_MEANTOTALCHOL_A,1980,1980,1980,SEX,SEX_MLE,Male,3.9,3.2,4.6
NCD_DIABETES_PREVALENCE_AGESTD,2019,2019,2019,SEX,SEX_FMLE,Female,12.42,7.47,18.73
SA_0000001400,1997,1997,1997,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,1.75,0.0,0.0
NCD_BMI_18A,2022,2022,2022,SEX,SEX_MLE,Male,15.21,9.82,21.34
NCD_BMI_MINUS2C,2008,2008,2008,SEX,SEX_FMLE,Female,9.28,3.12,19.12
NCD_BMI_25A,2016,2016,2016,SEX,SEX_MLE,Male,27.9,24.62,31.4
NCD_BMI_PLUS1C,2009,2009,2009,SEX,SEX_MLE,Male,12.37,5.34,22.63
NCD_CHOL_MEANTOTALCHOL_C,1984,1984,1984,SEX,SEX_FMLE,Female,3.9,3.4,4.4
NCD_BMI_30A,2017,2017,2017,SEX,SEX_FMLE,Female,19.18,16.29,22.24
NCD_BMI_18C,1994,1994,1994,SEX,SEX_MLE,Male,21.04,14.11,28.73
NCD_CHOL_MEANHDL_A,2002,2002,2002,SEX,SEX_FMLE,Female,1.1,0.9,1.2
SA_0000001400,2015,2015,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.0,0.0,0.0
NCD_BMI_25A,1992,1992,1992,SEX,SEX_BTSX,Both sexes,19.92,15.8,24.45
NCD_BMI_30C,2016,2016,2016,SEX,SEX_BTSX,Both sexes,11.83,10.31,13.41
NCD_DIABETES_PREVALENCE_AGESTD,1997,1997,1997,SEX,SEX_BTSX,Both sexes,12.02,7.82,16.99
NCD_BMI_25C,2019,2019,2019,SEX,SEX_BTSX,Both sexes,33.32,30.42,36.18
NCD_DIABETES_PREVALENCE_AGESTD,2018,2018,2018,SEX,SEX_FMLE,Female,12.49,8.01,18.21
SDG_SH_DTH_RNCOM,2012,2012,2012,SEX,SEX_BTSX,Both sexes,13743.54,7051.04,24421.59
NCD_CHOL_MEANHDL_A,1987,1987,1987,SEX,SEX_MLE,Male,1.0,0.8,1.2
NCD_BMI_25A,1990,1990,1990,SEX,SEX_FMLE,Female,23.28,16.7,30.94
NCD_BMI_25A,1995,1995,1995,SEX,SEX_FMLE,Female,26.47,20.53,33.13
NCD_BMI_MINUS2C,2006,2006,2006,SEX,SEX_BTSX,Both sexes,16.82,11.44,22.54
NCD_PAC,2015,2015,2015,SEX,SEX_MLE,Male,14.56,8.03,23.15
NCD_DIABETES_PREVALENCE_AGESTD,1990,1990,1990,SEX,SEX_BTSX,Both sexes,11.41,6.63,17.69
NCD_BMI_18A,2004,2004,2004,SEX,SEX_MLE,Male,16.95,12.12,22.22
NCD_DIABETES_PREVALENCE_CRUDE,2012,2012,2012,SEX,SEX_BTSX,Both sexes,14.15,11.04,17.44
NCD_UNDER70,2019,2019,2019,SEX,SEX_FMLE,Female,52.43,36.1,66.28
NCD_BMI_25C,2010,2010,2010,SEX,SEX_BTSX,Both sexes,27.85,25.42,30.39
SA_0000001747,2016,2016,2016,N/A,N/A,N/A,0.0,0.0,0.03
NCD_CHOL_MEANNONHDL_A,2003,2003,2003,SEX,SEX_MLE,Male,2.8,2.5,3.0
NCD_BMI_MINUS2C,2010,2010,2010,SEX,SEX_MLE,Male,21.94,13.76,30.95
NCD_BMI_MINUS2C,1995,1995,1995,SEX,SEX_MLE,Male,14.98,5.07,28.34
NCD_BMI_30C,1998,1998,1998,SEX,SEX_BTSX,Both sexes,5.16,3.78,6.8
NCD_DIABETES_TREATMENT_AGESTD,2009,2009,2009,SEX,SEX_BTSX,Both sexes,31.37,22.12,41.17
NCD_DIABETES_PREVALENCE_AGESTD,2004,2004,2004,SEX,SEX_MLE,Male,12.96,7.84,19.44
NCD_CHOL_MEANTOTALCHOL_A,1991,1991,1991,SEX,SEX_MLE,Male,3.9,3.5,4.3
NCD_CHOL_MEANHDL_C,2001,2001,2001,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
NCD_CHOL_MEANTOTALCHOL_A,2009,2009,2009,SEX,SEX_MLE,Male,3.9,3.6,4.2
NCD_CHOL_MEANHDL_A,2018,2018,2018,SEX,SEX_MLE,Male,0.9,0.7,1.0
NCD_BMI_MINUS2C,1993,1993,1993,SEX,SEX_FMLE,Female,9.38,2.83,20.31
NCD_BMI_PLUS2C,1992,1992,1992,SEX,SEX_MLE,Male,0.83,0.06,3.28
NCD_BMI_PLUS2C,1996,1996,1996,SEX,SEX_MLE,Male,1.07,0.11,3.85
SDG_SH_DTH_RNCOM,2016,2016,2016,SEX,SEX_BTSX,Both sexes,70708.86,42748.84,109366.5
SA_0000001400,1969,1969,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.61,0.0,0.0
NCD_CHOL_MEANNONHDL_A,1982,1982,1982,SEX,SEX_MLE,Male,2.6,2.2,3.0
NCD_CHOL_MEANHDL_A,2015,2015,2015,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
NCD_CHOL_MEANTOTALCHOL_A,2001,2001,2001,SEX,SEX_MLE,Male,3.9,3.6,4.3
SDGSUICIDE,2015,2015,2015,SEX,SEX_FMLE,Female,2.76,1.31,5.07
NCD_CHOL_MEANNONHDL_A,2013,2013,2013,SEX,SEX_MLE,Male,2.9,2.7,3.1
NCD_BMI_PLUS1C,1996,1996,1996,SEX,SEX_BTSX,Both sexes,5.18,2.38,9.61
NCD_BMI_PLUS1C,2003,2003,2003,SEX,SEX_FMLE,Female,6.68,3.47,11.19
SDG_SH_DTH_RNCOM,2009,2009,2009,SEX,SEX_BTSX,Both sexes,6720.1,2710.81,13591.74
SA_0000001400,2010,2010,2010,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0.0,0.0
NCD_BMI_PLUS2C,2000,2000,2000,SEX,SEX_FMLE,Female,1.33,0.29,3.65
NCD_BMI_MINUS2C,2001,2001,2001,SEX,SEX_FMLE,Female,10.42,4.87,17.86
SDG_SH_DTH_RNCOM,2001,2001,2001,SEX,SEX_FMLE,Female,1108.58,559.84,2026.92
NCD_CHOL_MEANHDL_A,1988,1988,1988,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.2
NCD_DIABETES_PREVALENCE_CRUDE,2010,2010,2010,SEX,SEX_MLE,Male,14.13,9.53,19.53
NCD_CHOL_MEANNONHDL_A,1984,1984,1984,SEX,SEX_MLE,Male,2.6,2.2,3.0
NCD_BMI_30C,2004,2004,2004,SEX,SEX_BTSX,Both sexes,7.03,5.59,8.68
NCD_CHOL_MEANTOTALCHOL_A,2006,2006,2006,SEX,SEX_FMLE,Female,4.1,3.8,4.4
NCD_CHOL_MEANTOTALCHOL_A,1981,1981,1981,SEX,SEX_MLE,Male,3.9,3.3,4.5
SA_0000001400,1978,1978,1978,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.72,0.0,0.0
NCD_BMI_MINUS2C,1993,1993,1993,SEX,SEX_MLE,Male,15.52,5.31,29.11
NCD_BMI_MINUS2C,1990,1990,1990,SEX,SEX_FMLE,Female,11.45,5.12,19.59
NCD_CCS_TobPlan,2019,2019,2019,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_30A,1992,1992,1992,SEX,SEX_MLE,Male,1.97,1.03,3.42
NCD_CHOL_MEANHDL_A,1998,1998,1998,SEX,SEX_MLE,Male,1.0,0.8,1.2
NCD_BMI_PLUS2C,1991,1991,1991,SEX,SEX_FMLE,Female,0.79,0.1,2.62
NCD_DTH_TOT,2009,2009,2009,SEX,SEX_FMLE,Female,49554.97,25724.2,89758.64
NCD_DIABETES_PREVALENCE_CRUDE,2010,2010,2010,SEX,SEX_MLE,Male,10.07,6.64,14.3
SDG_SH_DTH_RNCOM,2017,2017,2017,SEX,SEX_BTSX,Both sexes,16598.2,8608.95,29135.83
NCD_BMI_PLUS1C,2000,2000,2000,SEX,SEX_MLE,Male,4.84,1.87,9.54
NCD_BMI_18A,1991,1991,1991,SEX,SEX_BTSX,Both sexes,17.17,12.2,22.69
NCD_UNDER70,2009,2009,2009,SEX,SEX_BTSX,Both sexes,58.55,39.81,72.99
NCD_BMI_18C,1997,1997,1997,SEX,SEX_MLE,Male,20.57,14.07,27.55
NCD_CCS_diab_retin,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_PLUS1C,2001,2001,2001,SEX,SEX_FMLE,Female,5.67,2.03,11.77
NCD_BMI_PLUS2C,2008,2008,2008,SEX,SEX_BTSX,Both sexes,2.51,0.99,5.12
NCD_CHOL_MEANHDL_C,2018,2018,2018,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
NCD_DIABETES_PREVALENCE_AGESTD,2011,2011,2011,SEX,SEX_FMLE,Female,13.41,9.43,18.11
NCD_BMI_PLUS1C,1997,1997,1997,SEX,SEX_FMLE,Female,5.67,2.7,10.17
NCD_BMI_MINUS2C,2000,2000,2000,SEX,SEX_BTSX,Both sexes,11.5,5.48,19.43
SA_0000001400,2000,2000,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.0,0.0,0.0
NCD_BMI_30A,1996,1996,1996,SEX,SEX_MLE,Male,2.47,1.41,3.95
NCD_BMI_18C,2017,2017,2017,SEX,SEX_BTSX,Both sexes,15.98,13.22,18.93
NCD_PAC_ADO,2014,2014,2014,SEX,SEX_FMLE,Female,90.98,89.06,92.59
NCD_CHOL_MEANTOTALCHOL_C,2017,2017,2017,SEX,SEX_FMLE,Female,4.2,3.8,4.5
NCD_BMI_25A,2010,2010,2010,SEX,SEX_MLE,Male,25.04,21.7,28.56
NCD_CHOL_MEANHDL_C,1994,1994,1994,SEX,SEX_BTSX,Both sexes,1.0,0.8,1.1
SA_0000001400,2009,2009,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_C,1981,1981,1981,SEX,SEX_MLE,Male,3.8,3.2,4.4
NCD_UNDER70,2019,2019,2019,SEX,SEX_MLE,Male,56.8,39.29,70.64
SA_0000001400,1984,1984,1984,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0.0,0.0
NCD_CCS_PA_POL_WALKBIKE,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
SA_0000001400,1993,1993,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.23,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_A,1990,1990,1990,SEX,SEX_BTSX,Both sexes,4.0,3.7,4.2
NCD_DIABETES_PREVALENCE_CRUDE,1992,1992,1992,SEX,SEX_FMLE,Female,8.35,3.78,15.26
NCD_BMI_30A,2008,2008,2008,SEX,SEX_FMLE,Female,14.4,11.59,17.48
SDG_SH_DTH_RNCOM,2002,2002,2002,SEX,SEX_BTSX,Both sexes,51596.16,30569.7,80805.02
SDG_SH_DTH_RNCOM,2005,2005,2005,SEX,SEX_MLE,Male,3742.72,1455.61,7113.95
NCD_BMI_18C,1996,1996,1996,SEX,SEX_BTSX,Both sexes,17.7,13.15,22.79
SDG_SH_DTH_RNCOM,2014,2014,2014,SEX,SEX_MLE,Male,6382.92,3217.31,11474.69
SDGSUICIDE,2000,2000,2000,SEX,SEX_MLE,Male,5.26,2.54,9.07
NCD_BMI_MINUS2C,2010,2010,2010,SEX,SEX_BTSX,Both sexes,14.4,9.75,19.9
NCDMORT3070,2011,2011,2011,SEX,SEX_BTSX,Both sexes,24.32,14.76,36.06
NCD_DIABETES_TREATMENT_AGESTD,1992,1992,1992,SEX,SEX_MLE,Male,28.76,9.74,54.11
NCD_BMI_PLUS2C,1997,1997,1997,SEX,SEX_BTSX,Both sexes,0.87,0.25,2.01
NCD_UNDER70,2007,2007,2007,SEX,SEX_MLE,Male,60.71,41.63,74.61
NCD_BMI_18A,1993,1993,1993,SEX,SEX_FMLE,Female,14.08,8.05,21.34
NCD_CHOL_MEANHDL_A,1981,1981,1981,SEX,SEX_BTSX,Both sexes,1.0,0.8,1.3
NCD_BMI_PLUS1C,1998,1998,1998,SEX,SEX_MLE,Male,3.12,1.17,6.22
NCD_CHOL_MEANNONHDL_C,1997,1997,1997,SEX,SEX_BTSX,Both sexes,2.7,2.5,2.9
NCD_CHOL_MEANHDL_C,1983,1983,1983,SEX,SEX_MLE,Male,1.0,0.7,1.3
SA_0000001400,2015,2015,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.12,0.0,0.0
SDGSUICIDE,2019,2019,2019,SEX,SEX_BTSX,Both sexes,15.12,0.0,0.0
NCD_BMI_PLUS1C,2016,2016,2016,SEX,SEX_BTSX,Both sexes,10.93,7.39,15.31
NCD_CHOL_MEANTOTALCHOL_C,2009,2009,2009,SEX,SEX_MLE,Male,3.8,3.6,4.1
NCD_DIABETES_PREVALENCE_CRUDE,2016,2016,2016,SEX,SEX_MLE,Male,8.34,5.52,11.8
SDGSUICIDE,2019,2019,2019,SEX,SEX_FMLE,Female,2.75,1.26,4.98
NCDMORT3070,2013,2013,2013,SEX,SEX_FMLE,Female,21.86,13.5,32.57
NCD_CHOL_MEANTOTALCHOL_A,2011,2011,2011,SEX,SEX_MLE,Male,3.9,3.7,4.2
NCD_BMI_MINUS2C,2001,2001,2001,SEX,SEX_BTSX,Both sexes,11.36,5.43,19.2
NCD_DIABETES_PREVALENCE_CRUDE,2011,2011,2011,SEX,SEX_BTSX,Both sexes,14.37,11.12,17.82
NCD_BMI_PLUS2C,2020,2020,2020,SEX,SEX_MLE,Male,10.13,2.0,23.64
NCD_CHOL_MEANTOTALCHOL_A,1991,1991,1991,SEX,SEX_FMLE,Female,4.0,3.6,4.4
NCD_DIABETES_TREATMENT_AGESTD,2019,2019,2019,SEX,SEX_MLE,Male,39.17,24.68,54.58
NCD_BMI_MINUS2C,2020,2020,2020,SEX,SEX_FMLE,Female,11.44,5.52,19.2
NCD_CHOL_MEANTOTALCHOL_A,2012,2012,2012,SEX,SEX_BTSX,Both sexes,4.1,3.9,4.2
NCD_BMI_PLUS2C,1999,1999,1999,SEX,SEX_MLE,Male,0.89,0.12,2.81
NCD_BMI_25C,2017,2017,2017,SEX,SEX_FMLE,Female,38.65,35.0,42.21
SA_0000001400,2006,2006,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.0,0.0,0.0
SDG_SH_DTH_RNCOM,2018,2018,2018,SEX,SEX_FMLE,Female,3036.72,1368.57,6087.14
SA_0000001400,2009,2009,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0.0,0.0
NCD_UNDER70,2005,2005,2005,SEX,SEX_BTSX,Both sexes,59.62,40.48,74.19
NCD_DIABETES_PREVALENCE_AGESTD,2004,2004,2004,SEX,SEX_MLE,Male,16.1,9.92,23.84
NCD_CHOL_MEANHDL_C,1986,1986,1986,SEX,SEX_FMLE,Female,1.1,0.8,1.3
NCD_BMI_30C,2007,2007,2007,SEX,SEX_FMLE,Female,12.11,9.52,14.94
NCD_CCS_TobPlan,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANHDL_A,2006,2006,2006,SEX,SEX_MLE,Male,0.9,0.8,1.1
NCD_CHOL_MEANHDL_C,2009,2009,2009,SEX,SEX_MLE,Male,0.9,0.8,1.0
SA_0000001400,1967,1967,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.3,0.0,0.0
NCD_CCS_Statins,2019,2019,2019,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_MINUS2C,2010,2010,2010,SEX,SEX_BTSX,Both sexes,10.62,5.3,17.76
NCD_PAC,2005,2005,2005,SEX,SEX_FMLE,Female,22.66,8.74,41.73
NCD_BMI_PLUS2C,2018,2018,2018,SEX,SEX_MLE,Male,6.4,1.98,13.63
NCD_BMI_MINUS2C,2006,2006,2006,SEX,SEX_MLE,Male,18.76,10.29,28.49
NCD_CHOL_MEANNONHDL_A,2005,2005,2005,SEX,SEX_BTSX,Both sexes,2.8,2.7,3.0
NCD_DTH_TOT,2010,2010,2010,SEX,SEX_MLE,Male,51638.05,25711.77,92718.71
NCD_BMI_PLUS2C,2003,2003,2003,SEX,SEX_BTSX,Both sexes,1.36,0.48,2.87
NCD_BMI_30C,2003,2003,2003,SEX,SEX_FMLE,Female,10.19,7.6,13.18
SA_0000001688,2007,2007,2007,SEX,SEX_MLE,Male,0.0,0.0,0.0
NCD_CCS_cervicalcancermethod,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_PAC,2011,2011,2011,SEX,SEX_MLE,Male,14.87,8.08,23.86
NCD_BMI_PLUS1C,1998,1998,1998,SEX,SEX_FMLE,Female,6.24,3.2,10.45
NCD_BMI_PLUS1C,1997,1997,1997,SEX,SEX_MLE,Male,3.98,1.41,8.31
SDG_SH_DTH_RNCOM,2002,2002,2002,SEX,SEX_BTSX,Both sexes,6248.1,2319.7,13016.87
NCD_BMI_18C,1997,1997,1997,SEX,SEX_BTSX,Both sexes,17.62,13.2,22.55
NCD_BMI_PLUS2C,1992,1992,1992,SEX,SEX_MLE,Male,1.31,0.06,5.61
NCD_BMI_30A,2021,2021,2021,SEX,SEX_FMLE,Female,21.63,17.47,25.94
NCD_BMI_PLUS1C,1999,1999,1999,SEX,SEX_BTSX,Both sexes,5.99,2.85,10.77
NCD_CHOL_MEANTOTALCHOL_A,1994,1994,1994,SEX,SEX_MLE,Male,3.9,3.6,4.3
SA_0000001821,2001,2001,2001,N/A,N/A,N/A,0.0,0.0,0.0
SDG_SH_DTH_RNCOM,2009,2009,2009,SEX,SEX_MLE,Male,30541.77,17449.62,48413.61
NCD_DIABETES_PREVALENCE_CRUDE,2003,2003,2003,SEX,SEX_BTSX,Both sexes,10.84,7.51,14.79
NCD_CHOL_MEANTOTALCHOL_C,1999,1999,1999,SEX,SEX_BTSX,Both sexes,3.9,3.7,4.1
NCD_BMI_MINUS2C,1990,1990,1990,SEX,SEX_BTSX,Both sexes,19.36,12.72,26.39
SA_0000001400,1980,1980,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.53,0.0,0.0
NCD_DIABETES_PREVALENCE_AGESTD,2017,2017,2017,SEX,SEX_BTSX,Both sexes,11.35,8.51,14.65
NCD_CCS_SaltPol,2015,2015,2015,N/A,N/A,N/A,,0.0,0.0
SDG_SH_DTH_RNCOM,2006,2006,2006,SEX,SEX_MLE,Male,27862.74,16039.6,44270.21
NCD_CCS_PRICE_SUBS,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_PLUS2C,2021,2021,2021,SEX,SEX_BTSX,Both sexes,5.98,2.33,11.55
NCD_BMI_PLUS2C,2022,2022,2022,SEX,SEX_BTSX,Both sexes,5.41,2.19,10.29
NCD_CCS_Statins,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANHDL_A,1984,1984,1984,SEX,SEX_BTSX,Both sexes,1.0,0.8,1.2
NCD_CCS_Aspirin,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
SA_0000001400,2007,2007,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.0,0.0,0.0
NCD_CCS_NCDUnit_Operational,2013,2013,2013,N/A,N/A,N/A,,0.0,0.0
NCD_DIABETES_PREVALENCE_CRUDE,2018,2018,2018,SEX,SEX_BTSX,Both sexes,8.94,6.4,12.0
NCD_BMI_MINUS2C,2008,2008,2008,SEX,SEX_BTSX,Both sexes,14.48,9.59,20.14
NCD_CHOL_MEANTOTALCHOL_A,2012,2012,2012,SEX,SEX_FMLE,Female,4.2,3.9,4.4
NCD_BMI_18C,2011,2011,2011,SEX,SEX_MLE,Male,17.64,13.44,22.12
NCD_BMI_30A,1997,1997,1997,SEX,SEX_BTSX,Both sexes,5.75,4.17,7.58
NCD_CHOL_MEANTOTALCHOL_C,1994,1994,1994,SEX,SEX_FMLE,Female,3.9,3.6,4.3
NCD_CHOL_MEANNONHDL_C,1999,1999,1999,SEX,SEX_MLE,Male,2.7,2.5,3.0
NCD_CCS_OralMorph,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_PAA,2018,2018,2018,SEX,SEX_BTSX,Both sexes,19.3,12.74,27.49
NCD_BMI_25A,2002,2002,2002,SEX,SEX_BTSX,Both sexes,26.52,23.09,30.09
NCD_CHOL_MEANTOTALCHOL_A,2017,2017,2017,SEX,SEX_FMLE,Female,4.2,3.9,4.6
NCD_DIABETES_TREATMENT_AGESTD,2013,2013,2013,SEX,SEX_MLE,Male,36.36,24.21,49.37
NCD_DTH_TOT,2016,2016,2016,SEX,SEX_MLE,Male,61165.7,31418.15,108668.5
NCD_DIABETES_PREVALENCE_CRUDE,1997,1997,1997,SEX,SEX_BTSX,Both sexes,13.29,8.7,18.75
NCD_PAC_ADO,2010,2010,2010,SEX,SEX_FMLE,Female,90.87,88.98,92.46
NCD_BMI_MINUS2C,2012,2012,2012,SEX,SEX_MLE,Male,17.99,10.76,26.41
NCD_BMI_MINUS2C,2019,2019,2019,SEX,SEX_FMLE,Female,10.08,3.42,20.47
NCD_BMI_25A,1990,1990,1990,SEX,SEX_BTSX,Both sexes,18.79,14.57,23.52
NCD_CHOL_MEANNONHDL_A,2011,2011,2011,SEX,SEX_MLE,Male,2.9,2.7,3.1
NCD_PAC,2006,2006,2006,SEX,SEX_BTSX,Both sexes,19.02,10.87,29.09
SA_0000001688,2000,2000,2000,SEX,SEX_FMLE,Female,0.0,0.0,0.0
SDG_SH_DTH_RNCOM,2018,2018,2018,SEX,SEX_MLE,Male,7383.57,3756.72,13223.12
NCD_CCS_PA_POL_PUBLIC,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_30C,2020,2020,2020,SEX,SEX_BTSX,Both sexes,14.14,11.98,16.44
NCD_CHOL_MEANHDL_C,1982,1982,1982,SEX,SEX_BTSX,Both sexes,1.0,0.8,1.2
SDG_SH_DTH_RNCOM,2015,2015,2015,SEX,SEX_FMLE,Female,33805.14,20913.51,51311.03
NCD_BMI_PLUS2C,2010,2010,2010,SEX,SEX_FMLE,Female,2.61,0.39,7.98
NCD_CHOL_MEANTOTALCHOL_A,1982,1982,1982,SEX,SEX_BTSX,Both sexes,3.9,3.5,4.4
NCD_BMI_25C,2018,2018,2018,SEX,SEX_FMLE,Female,39.29,35.38,43.02
SA_0000001400,2005,2005,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0.0,0.0
NCD_DIABETES_PREVALENCE_AGESTD,2009,2009,2009,SEX,SEX_FMLE,Female,13.76,9.48,18.91
NCD_DIABETES_PREVALENCE_AGESTD,1999,1999,1999,SEX,SEX_BTSX,Both sexes,12.68,8.53,17.6
NCD_CHOL_MEANHDL_C,1986,1986,1986,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.2
NCD_BMI_PLUS2C,2012,2012,2012,SEX,SEX_FMLE,Female,2.83,0.45,8.39
SA_0000001400,2017,2017,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0.0,0.0
NCD_PAC_ADO,2006,2006,2006,SEX,SEX_MLE,Male,88.53,86.48,90.31
NCD_DIABETES_PREVALENCE_AGESTD,2009,2009,2009,SEX,SEX_BTSX,Both sexes,16.39,12.52,20.63
SDGSUICIDE,2004,2004,2004,SEX,SEX_BTSX,Both sexes,4.09,2.0,7.09
NCD_BMI_MINUS2C,2018,2018,2018,SEX,SEX_MLE,Male,11.17,3.78,22.22
NCD_BMI_PLUS1C,1992,1992,1992,SEX,SEX_FMLE,Female,4.28,1.35,9.71
SA_0000001400,2011,2011,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.03,0.0,0.0
NCD_BMI_30A,2005,2005,2005,SEX,SEX_FMLE,Female,12.84,9.95,16.1
NCD_CHOL_MEANHDL_A,1995,1995,1995,SEX,SEX_MLE,Male,1.0,0.8,1.2
NCD_DTH_TOT,2015,2015,2015,SEX,SEX_BTSX,Both sexes,118482.0,62089.14,209278.0
NCD_CHOL_MEANTOTALCHOL_C,1995,1995,1995,SEX,SEX_MLE,Male,3.8,3.5,4.2
NCD_UNDER70,2003,2003,2003,SEX,SEX_MLE,Male,61.3,42.18,75.21
NCD_CHOL_MEANNONHDL_A,2000,2000,2000,SEX,SEX_FMLE,Female,2.8,2.5,3.0
NCD_BMI_30C,2006,2006,2006,SEX,SEX_MLE,Male,3.74,2.58,5.13
NCD_CHOL_MEANHDL_A,2010,2010,2010,SEX,SEX_MLE,Male,0.9,0.8,1.0
SA_0000001400,1963,1963,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0.0,0.0
NCD_CHOL_MEANHDL_C,2009,2009,2009,SEX,SEX_FMLE,Female,1.0,0.9,1.2
NCD_BMI_PLUS2C,2007,2007,2007,SEX,SEX_FMLE,Female,1.81,0.59,3.98
NCD_BMI_25C,2008,2008,2008,SEX,SEX_MLE,Male,20.38,17.19,23.88
NCD_BMI_MINUS2C,2003,2003,2003,SEX,SEX_BTSX,Both sexes,11.13,5.36,18.91
NCD_DIABETES_PREVALENCE_AGESTD,1998,1998,1998,SEX,SEX_FMLE,Female,13.11,7.43,20.62
NCD_BMI_PLUS1C,2001,2001,2001,SEX,SEX_BTSX,Both sexes,5.75,3.39,8.94
NCD_CCS_DiabPlan,2019,2019,2019,N/A,N/A,N/A,,0.0,0.0
NCD_DIABETES_PREVALENCE_CRUDE,2000,2000,2000,SEX,SEX_BTSX,Both sexes,10.36,6.89,14.62
NCD_CHOL_MEANTOTALCHOL_C,2012,2012,2012,SEX,SEX_MLE,Male,3.9,3.6,4.1
NCD_BMI_MINUS2C,1997,1997,1997,SEX,SEX_FMLE,Female,11.27,5.5,18.69
NCD_BMI_25C,1997,1997,1997,SEX,SEX_MLE,Male,15.39,11.32,20.21
NCD_BMI_MINUS2C,2019,2019,2019,SEX,SEX_FMLE,Female,12.07,6.58,18.74
