,name,amenity,addr_city,osm_id,osm_type,geometry,name_english,Latitude,Longitude,City,State
339,صيدلية الشرق,pharmacy,,6055046595,nodes,POINT (32.4959376 15.5325684),East Pharmacy,15.5325684,32.4959376,Khartoum,Khartoum
340,مركز صحي يثرب,,,7905565698,nodes,POINT (32.4982774 15.5250461),Yathrib Health Center,15.5250461,32.4982774,Khartoum,Khartoum
341,صيدلية يمني,pharmacy,,6967918110,nodes,POINT (32.5071352 15.700736),Yemeni pharmacy,15.700736,32.5071352,Omdurman,Khartoum
342,صيدلية مكة,pharmacy,,6794707932,nodes,POINT (32.4762602 15.7223859),Mecca Pharmacy,15.7223859,32.4762602,Omdurman,Khartoum
343,سادر,pharmacy,,5465427821,nodes,POINT (32.6126488 15.5718908),Sader,15.5718908,32.6126488,Khartoum,Khartoum
344,صيدلية سادر,pharmacy,,6795058252,nodes,POINT (32.612613 15.572464),Sader Pharmacy,15.572464,32.612613,Khartoum,Khartoum
345,صيدلية الجرافي,pharmacy,,6796044702,nodes,POINT (32.610466 15.5798426),Al-Jarafi Pharmacy,15.5798426,32.610466,Khartoum,Khartoum
346,صيدليه شارع الوالى,pharmacy,,6352953660,nodes,POINT (32.6241915 15.5976816),Alwali Street Pharmacy,15.5976816,32.6241915,Khartoum,Khartoum
347,صيدلية روتس,pharmacy,,6812382593,nodes,POINT (32.6167371 15.6009184),Roots Pharmacy,15.6009184,32.6167371,Khartoum,Khartoum
348,صيدلية الزيتونة,pharmacy,,6813504569,nodes,POINT (32.6147552 15.5989011),Olive Pharmacy,15.5989011,32.6147552,Khartoum,Khartoum
349,ديار,pharmacy,,4924628122,nodes,POINT (32.6108949 15.5994236),Diyar,15.5994236,32.6108949,Khartoum,Khartoum
350,صيدلية صادقابي,pharmacy,,6812382594,nodes,POINT (32.6165042 15.6034789),Sadiqabi Pharmacy,15.6034789,32.6165042,Khartoum,Khartoum
351,صيدلية زكريا,pharmacy,,6812229485,nodes,POINT (32.6184308 15.6043917),Zakaria Pharmacy,15.6043917,32.6184308,Khartoum,Khartoum
352,صيدلية بيرفكت كير,pharmacy,,6813521397,nodes,POINT (32.6162285 15.6063114),Perfect Care Pharmacy,15.6063114,32.6162285,Khartoum,Khartoum
353,البروف حسن ابوعائشه ارتيقة,doctors,,6832115395,nodes,POINT (32.6077881 15.6031641),Professor Hassan Abu Aisha Artika,15.6031641,32.6077881,Khartoum,Khartoum
354,صيدلية علياء,pharmacy,,7947387044,nodes,POINT (32.5631866 15.576438),Alia Pharmacy,15.576438,32.5631866,Khartoum,Khartoum
355,مركز سفانة للعلاج الطبيعي,hospital,,7947424207,nodes,POINT (32.5705643 15.5770626),Safana Center for Physiotherapy,15.5770626,32.5705643,Khartoum,Khartoum
356,صيدلية سلفر واتر,pharmacy,,7159941848,nodes,POINT (32.4466858 15.5921879),Silver Water Pharmacy,15.5921879,32.4466858,Omdurman,Khartoum
357,صيدلية سنديان,pharmacy,,7154057563,nodes,POINT (32.4553108 15.5888128),Sandian Pharmacy,15.5888128,32.4553108,Omdurman,Khartoum
358,صيدلية الخليفة,pharmacy,,7021326304,nodes,POINT (32.4588821 15.591641),Khalifa Pharmacy,15.591641,32.4588821,Omdurman,Khartoum
359,مركز صحي الفردوس,clinic,,7021326306,nodes,POINT (32.4586266 15.5901864),Al-Firdaws Health Center,15.5901864,32.4586266,Omdurman,Khartoum
360,Small-Mini community health point,clinic,,4456478878,nodes,POINT (32.5979546 13.5043193),Small-Mini community health point,13.5043193,32.5979546,Al Kawa,White Nile
361,صيدلية شواطئ ام در,pharmacy,,7834828491,nodes,POINT (32.5056292 15.6689763),Umm Dur Beach Pharmacy,15.6689763,32.5056292,Omdurman,Khartoum
362,مستشفى البلك التعليمي,hospital,,6805029875,nodes,POINT (32.4805958 15.67806),Al-Balak Teaching Hospital,15.67806,32.4805958,Omdurman,Khartoum
363,صيدلية الشرقاوي,pharmacy,,6805110237,nodes,POINT (32.4770044 15.6715595),Al Sharqawi Pharmacy,15.6715595,32.4770044,Omdurman,Khartoum
364,صيدلية أرزاق,pharmacy,,6801660066,nodes,POINT (32.4962975 15.7205023),Arzaq Pharmacy,15.7205023,32.4962975,Omdurman,Khartoum
365,صيدلية ابو الفارماكو,pharmacy,,6832067290,nodes,POINT (32.6165931 15.5911053),Abu Al-Pharmaco Pharmacy,15.5911053,32.6165931,Khartoum,Khartoum
366,صيدلية الرشاد,pharmacy,,6832016614,nodes,POINT (32.6126437 15.594957),Al Rashad Pharmacy,15.594957,32.6126437,Khartoum,Khartoum
367,صيدلية عائشة الطيب,pharmacy,,6941759865,nodes,POINT (32.6092023 15.5845845),Aisha Al Tayeb Pharmacy,15.5845845,32.6092023,Khartoum,Khartoum
368,صيدلية دايموندكير,pharmacy,,4548459493,nodes,POINT (32.5273363 15.5910619),Diamondcare Pharmacy,15.5910619,32.5273363,Khartoum,Khartoum
369,صيدلية افكار,pharmacy,,6832067300,nodes,POINT (32.6329909 15.5910505),Ideas Pharmacy,15.5910505,32.6329909,Khartoum,Khartoum
370,صيدلية ابو مي 1,pharmacy,,6812382587,nodes,POINT (32.6301597 15.6025331),Abu Mai Pharmacy 1,15.6025331,32.6301597,Khartoum,Khartoum
371,صيدلية فارما,pharmacy,,7164573239,nodes,POINT (32.4629364 15.5896873),Pharma Pharmacy,15.5896873,32.4629364,Omdurman,Khartoum
372,مركز حياة للإستشارات الاجتماعية,clinic,,4344359689,nodes,POINT (32.4978751 15.5192087),Hayat Center for Social Counseling,15.5192087,32.4978751,Khartoum,Khartoum
373,صيدلية الصفصاف,pharmacy,,8043802325,nodes,POINT (32.5607225 15.4923849),Willow Pharmacy,15.4923849,32.5607225,Khartoum,Khartoum
374,صيدلية رومي الكبري,pharmacy,,8035592781,nodes,POINT (32.4961544 15.4598818),Romi Grand Pharmacy,15.4598818,32.4961544,Khartoum,Khartoum
375,صيدلية شوامخ المركزية رقم 10,pharmacy,,8025693393,nodes,POINT (32.4860515 15.4804064),Shawamekh Central Pharmacy No. 10,15.4804064,32.4860515,Khartoum,Khartoum
376,صيدلية الفائق,pharmacy,,7066605130,nodes,POINT (32.5198135 15.4490623),Super Pharmacy,15.4490623,32.5198135,Khartoum,Khartoum
377,صيدلية الشوبلي الحديثة,pharmacy,,6833683139,nodes,POINT (32.5876629 15.523851),Al Shobli Modern Pharmacy,15.523851,32.5876629,Khartoum,Khartoum
378,مستشفى الفيصل التخصصي,hospital,,9078270794,nodes,POINT (32.5298443 15.598696),Faisal Specialist Hospital,15.598696,32.5298443,Khartoum,Khartoum
379,صيدلية البجراوية,pharmacy,,7170177528,nodes,POINT (32.440937 15.6481876),Al-Bajrawiya Pharmacy,15.6481876,32.440937,Omdurman,Khartoum
380,صيدلية حبيبة,pharmacy,,7169707288,nodes,POINT (32.4354362 15.6479378),Habeeba Pharmacy,15.6479378,32.4354362,Omdurman,Khartoum
381,صيدلية ماجستك,pharmacy,,7169521119,nodes,POINT (32.4335632 15.647562),Majestic Pharmacy,15.647562,32.4335632,Omdurman,Khartoum
382,صيدلية فاس,pharmacy,,7160218212,nodes,POINT (32.4403114 15.6141872),Fez Pharmacy,15.6141872,32.4403114,Omdurman,Khartoum
383,صيدلية كرفاس,pharmacy,,7129520705,nodes,POINT (32.4303131 15.5568123),Karafas Pharmacy,15.5568123,32.4303131,Omdurman,Khartoum
384,صيدلية عروس الرمال,pharmacy,,7129534928,nodes,POINT (32.4300613 15.5550623),Bride of the Sands Pharmacy,15.5550623,32.4300613,Khartoum,Khartoum
385,كيرا لايف,pharmacy,,4634742419,nodes,POINT (32.5762012 15.5768783),Kira Live,15.5768783,32.5762012,Khartoum,Khartoum
386,صيدلية شلقامي,pharmacy,,1102343722,nodes,POINT (32.5730941 15.5723287),Shalqami Pharmacy,15.5723287,32.5730941,Khartoum,Khartoum
387,صيدلية العريفي,pharmacy,,4625392005,nodes,POINT (32.5758496 15.5812752),Al-Arifi Pharmacy,15.5812752,32.5758496,Khartoum,Khartoum
388,Ethetica Dental Center,dentist,,4772963828,nodes,POINT (32.5718512 15.5795269),Ethetica Dental Center,15.5795269,32.5718512,Khartoum,Khartoum
389,صيدلية ابن الملك,pharmacy,,7843563215,nodes,POINT (32.5715711 15.5810417),Ibn Al Malik Pharmacy,15.5810417,32.5715711,Khartoum,Khartoum
390,صيدلية الأحلام,pharmacy,,4611280293,nodes,POINT (32.5562351 15.6243944),Dream Pharmacy,15.6243944,32.5562351,Khartoum,Khartoum
391,عيادة الجراحة الدقيقة والأعصاب,clinic,,4627918489,nodes,POINT (32.5561613 15.6244802),Microsurgery and Neurology Clinic,15.6244802,32.5561613,Khartoum,Khartoum
392,صيدلية الحكيم ٢,pharmacy,,4627918189,nodes,POINT (32.5583491 15.6214524),Al Hakim Pharmacy 2,15.6214524,32.5583491,Khartoum,Khartoum
393,صيدليه بحري,pharmacy,,5515944827,nodes,POINT (32.5412385 15.6536434),Bahri Pharmacy,15.6536434,32.5412385,Omdurman,Khartoum
394,مدينة البراحة الطبية,clinic,,6964025438,nodes,POINT (32.5443115 15.6731873),Al Baraha Medical City,15.6731873,32.5443115,Omdurman,Khartoum
395,صيدلية هبة,pharmacy,,2276864068,nodes,POINT (32.5434941 15.6731019),Hiba Pharmacy,15.6731019,32.5434941,Omdurman,Khartoum
396,صيدلية شهد,pharmacy,,2279509572,nodes,POINT (32.5483392 15.6726446),Shahd Pharmacy,15.6726446,32.5483392,Omdurman,Khartoum
397,صيدلية المالديف,pharmacy,الخرطوم بحري,6795656384,nodes,POINT (32.5502283 15.6689454),Maldives Pharmacy,15.6689454,32.5502283,Omdurman,Khartoum
398,صيدلية الكروان,pharmacy,,6895048987,nodes,POINT (32.5378113 15.6698122),Al-Karawan Pharmacy,15.6698122,32.5378113,Omdurman,Khartoum
399,صيدلية شمبات الحديثة,pharmacy,,6942979380,nodes,POINT (32.5366859 15.6673126),Shambat Modern Pharmacy,15.6673126,32.5366859,Omdurman,Khartoum
400,صيدلية المجد,pharmacy,,6894974548,nodes,POINT (32.5350609 15.6633129),Glory Pharmacy,15.6633129,32.5350609,Omdurman,Khartoum
401,صيدلية العائلات,pharmacy,,6953322487,nodes,POINT (32.5463142 15.657937),Family Pharmacy,15.657937,32.5463142,Omdurman,Khartoum
402,صيدلية اسكيمو,pharmacy,,6953314904,nodes,POINT (32.5470619 15.6611872),Eskimo Pharmacy,15.6611872,32.5470619,Omdurman,Khartoum
403,صيدلية اريس,pharmacy,,6913640521,nodes,POINT (32.5560608 15.6880627),Ares Pharmacy,15.6880627,32.5560608,Omdurman,Khartoum
404,مركز السلام للبصريات,hospital,,7039114129,nodes,POINT (32.5311687 15.5885231),Peace Optics Center,15.5885231,32.5311687,Khartoum,Khartoum
405,صيدلية زوماكس,pharmacy,,7004787244,nodes,POINT (32.5389366 15.529563),Zomax Pharmacy,15.529563,32.5389366,Khartoum,Khartoum
406,صيدلية محطة 7,pharmacy,,7013076765,nodes,POINT (32.5395622 15.5441875),Pharmacy Station 7,15.5441875,32.5395622,Khartoum,Khartoum
407,صيدلية مركز الدواء,pharmacy,,7013170848,nodes,POINT (32.5386887 15.5494375),Drug Center Pharmacy,15.5494375,32.5386887,Khartoum,Khartoum
408,صيدلية الفرقان,pharmacy,,7013181843,nodes,POINT (32.538311 15.5515623),Al Furqan Pharmacy,15.5515623,32.538311,Khartoum,Khartoum
409,مستشفى التميز للطوارئ والاصابات,hospital,,7039411234,nodes,POINT (32.5418369 15.5522881),Excellence Hospital for Emergency and Trauma,15.5522881,32.5418369,Khartoum,Khartoum
410,مستشفي الأسنان الأكاديمي,dentist,,5113322822,nodes,POINT (32.5420033 15.552782),Academic Dental Hospital,15.552782,32.5420033,Khartoum,Khartoum
411,صيدلية القصواء,pharmacy,,4548433596,nodes,POINT (32.5415519 15.5325083),Al Qaswa Pharmacy,15.5325083,32.5415519,Khartoum,Khartoum
412,صيدلية عبد المحمود,pharmacy,,7013043366,nodes,POINT (32.5321884 15.5395622),Abdul Mahmoud Pharmacy,15.5395622,32.5321884,Khartoum,Khartoum
413,الياسري,pharmacy,,7229435586,nodes,POINT (32.5282426 15.5217095),Al-Yasiri,15.5217095,32.5282426,Khartoum,Khartoum
414,صيدلية الياسري,pharmacy,,6802101669,nodes,POINT (32.5281868 15.5216875),Al-Yasiri Pharmacy,15.5216875,32.5281868,Khartoum,Khartoum
415,صيدلية سمسم,pharmacy,,6993244746,nodes,POINT (32.5211991 15.5223834),Sesame Pharmacy,15.5223834,32.5211991,Khartoum,Khartoum
416,صيدلية حمدي ابو حراز,pharmacy,,6802057216,nodes,POINT (32.5169097 15.5256235),Hamdi Abu Haraz Pharmacy,15.5256235,32.5169097,Khartoum,Khartoum
417,صيدلية ذو النورين,pharmacy,,6802041047,nodes,POINT (32.5178779 15.5258096),Dhul Noorain Pharmacy,15.5258096,32.5178779,Khartoum,Khartoum
418,صيدلية المدار,pharmacy,,7005507761,nodes,POINT (32.5146866 15.5238123),Orbit Pharmacy,15.5238123,32.5146866,Khartoum,Khartoum
419,صيدلية المتطورة,pharmacy,,6802068533,nodes,POINT (32.5128059 15.5249278),Advanced Pharmacy,15.5249278,32.5128059,Khartoum,Khartoum
420,صيدلية هيلث اند بيوتي - جبرة,pharmacy,,7005467607,nodes,POINT (32.5070771 15.5244267),Health & Beauty Pharmacy - Jabrah,15.5244267,32.5070771,Khartoum,Khartoum
421,صيدلية الازهري,pharmacy,,7151197162,nodes,POINT (32.5630608 15.5226879),Al-Azhari Pharmacy,15.5226879,32.5630608,Khartoum,Khartoum
422,العوني,pharmacy,,4269539506,nodes,POINT (32.5407551 15.6216223),The Aouni,15.6216223,32.5407551,Omdurman,Khartoum
423,صيدلية الانقاذ,pharmacy,,6959721513,nodes,POINT (32.5353583 15.6232743),Rescue Pharmacy,15.6232743,32.5353583,Omdurman,Khartoum
424,مركز صحي الانقاذ بحري,hospital,,7039337970,nodes,POINT (32.535416 15.6233957),Bahri Rescue Health Center,15.6233957,32.535416,Omdurman,Khartoum
425,الترا لاب فرع بحري ١,doctors,,8729303617,nodes,POINT (32.5302118 15.6242731),"Ultra Lab, Bahri Branch 1",15.6242731,32.5302118,Omdurman,Khartoum
426,صيدلية ابانوب,pharmacy,,6051371058,nodes,POINT (32.5279618 15.6241537),Abanoub Pharmacy,15.6241537,32.5279618,Omdurman,Khartoum
427,صيدلية التميز 2,pharmacy,,6893551127,nodes,POINT (32.5279388 15.6245623),Excellence Pharmacy 2,15.6245623,32.5279388,Omdurman,Khartoum
428,صيدلية اورينت,pharmacy,,6893207751,nodes,POINT (32.5285606 15.626687),Orient Pharmacy,15.626687,32.5285606,Omdurman,Khartoum
429,صيدلية الخليج,pharmacy,,7294411567,nodes,POINT (32.5630608 15.6045628),Gulf Pharmacy,15.6045628,32.5630608,Khartoum,Khartoum
430,ابوعاقلة,doctors,,4924761823,nodes,POINT (32.5636888 15.6078544),Abu Aqla,15.6078544,32.5636888,Khartoum,Khartoum
431,مستشفى الشرطة,hospital,,6007363151,nodes,POINT (32.5597504 15.6112434),Police Hospital,15.6112434,32.5597504,Khartoum,Khartoum
432,صيدلية غلوريا,pharmacy,,6801721346,nodes,POINT (32.5609418 15.6084396),Gloria Pharmacy,15.6084396,32.5609418,Khartoum,Khartoum
433,صيدلية سوق 4 بري,pharmacy,,7294433721,nodes,POINT (32.5623131 15.6038122),Pharmacy Market 4 Bri,15.6038122,32.5623131,Khartoum,Khartoum
434,صيدلية الشهيدة اسراء,pharmacy,,6007615929,nodes,POINT (32.5622908 15.600684),Martyr Israa Pharmacy,15.600684,32.5622908,Khartoum,Khartoum
435,صيدلية التداوي,pharmacy,,6007645204,nodes,POINT (32.5587627 15.6001484),Altadawee Pharmacy,15.6001484,32.5587627,Khartoum,Khartoum
436,cure dental,clinic,,5985354745,nodes,POINT (32.5611217 15.580056),cure dental,15.580056,32.5611217,Khartoum,Khartoum
437,Mogla eye complex,doctors,,5998452985,nodes,POINT (32.5619237 15.5763377),Mogla eye complex,15.5763377,32.5619237,Khartoum,Khartoum
438,,pharmacy,,4548439390,nodes,POINT (32.5597134 15.5761453),,15.5761453,32.5597134,Khartoum,Khartoum
439,3D Scan Radiology Center,dentist,,4786945321,nodes,POINT (32.5643549 15.5762925),3D Scan Radiology Center,15.5762925,32.5643549,Khartoum,Khartoum
440,مجمع الدكتور كمال العمده الطبي,doctors,,7064966985,nodes,POINT (32.5645836 15.5773255),Dr. Kamal Al Omda Medical Complex,15.5773255,32.5645836,Khartoum,Khartoum
441,Prestige Clinic,clinic,,4786900622,nodes,POINT (32.5657997 15.5765523),Prestige Clinic,15.5765523,32.5657997,Khartoum,Khartoum
442,Abu-Elmegdad Pharmacy,pharmacy,,6000344785,nodes,POINT (32.5655724 15.5804287),Abu-Elmegdad Pharmacy,15.5804287,32.5655724,Khartoum,Khartoum
443,مستشفى دريم التخصصي,hospital,,3581912299,nodes,POINT (32.5726418 15.5966226),Dream Specialized Hospital,15.5966226,32.5726418,Khartoum,Khartoum
444,صيدلية التهامي,pharmacy,,7200388937,nodes,POINT (32.4529381 15.6543121),Al-Tahami Pharmacy,15.6543121,32.4529381,Omdurman,Khartoum
445,مركز نور الهدى الطبي,hospital,,7726686414,nodes,POINT (32.5616875 15.7223129),Noor Al Huda Medical Center,15.7223129,32.5616875,Omdurman,Khartoum
446,عيادة دكتور الفاتح كرار,clinic,,6877146662,nodes,POINT (32.5704384 15.6656876),Dr. Al-Fateh Karar Clinic,15.6656876,32.5704384,Omdurman,Khartoum
447,صيدلية الاول,pharmacy,,6948971073,nodes,POINT (32.529686 15.6412824),First Pharmacy,15.6412824,32.529686,Omdurman,Khartoum
448,صيدلية نينة,pharmacy,,7038287159,nodes,POINT (32.6247513 15.6384352),Nina Pharmacy,15.6384352,32.6247513,Khartoum,Khartoum
449,صيدلية كوثرن,pharmacy,,6959970714,nodes,POINT (32.5420609 15.6534376),Cothren Pharmacy,15.6534376,32.5420609,Omdurman,Khartoum
450,صيدلية السيدة,pharmacy,,6947576246,nodes,POINT (32.5594368 15.7106876),Lady's Pharmacy,15.7106876,32.5594368,Omdurman,Khartoum
451,صيدلية شوامخ,pharmacy,,6942364648,nodes,POINT (32.6070523 15.6005942),Shawamekh Pharmacy,15.6005942,32.6070523,Khartoum,Khartoum
452,صيدلية الرازي,pharmacy,,6893188418,nodes,POINT (32.529686 15.6246872),Al-Razi Pharmacy,15.6246872,32.529686,Omdurman,Khartoum
453,صيدلية هديل,pharmacy,,6877133487,nodes,POINT (32.5751877 15.6695623),Hadeel Pharmacy,15.6695623,32.5751877,Omdurman,Khartoum
454,صيدلية لاشين,pharmacy,,6824580322,nodes,POINT (32.623729 15.6302259),Lashin Pharmacy,15.6302259,32.623729,Khartoum,Khartoum
455,مركز بلسم الصحي,clinic,,5076447424,nodes,POINT (32.4276832 15.5481859),Balsam Health Center,15.5481859,32.4276832,Khartoum,Khartoum
456,صيدلية مكة - الصالحة,pharmacy,,7129507750,nodes,POINT (32.4273109 15.5480623),Mecca Pharmacy - Al-Saliha,15.5480623,32.4273109,Khartoum,Khartoum
457,صيدلية المني,pharmacy,,6918289008,nodes,POINT (33.3002728 14.7357224),Semen Pharmacy,14.7357224,33.3002728,Al Hasaheisa,Gezira
458,صيدلية عبيرنا,pharmacy,,7947389776,nodes,POINT (32.5691872 15.5770626),Abirna Pharmacy,15.5770626,32.5691872,Khartoum,Khartoum
459,صيدلية الهلالي,pharmacy,,6996802080,nodes,POINT (32.568441 15.5758006),Al Hilali Pharmacy,15.5758006,32.568441,Khartoum,Khartoum
460,صيدلية قزمان ودميان,pharmacy,,4556298190,nodes,POINT (32.5348264 15.5740681),Qazman and Damian Pharmacy,15.5740681,32.5348264,Khartoum,Khartoum
461,الصندوق القومي للامدادات الطبية,pharmacy,,7120186195,nodes,POINT (32.5232549 15.5797969),National Fund for Medical Supplies,15.5797969,32.5232549,Khartoum,Khartoum
462,مركز دافنشي للاسنان,dentist,,4888551324,nodes,POINT (32.5497659 15.5789842),Da Vinci Dental Center,15.5789842,32.5497659,Khartoum,Khartoum
463,عيادة جامعة الخرطوم,hospital,,2845734280,nodes,POINT (32.54529 15.6112608),University of Khartoum Clinic,15.6112608,32.54529,Khartoum,Khartoum
464,صيدلية الشريف الهندي,pharmacy,,3487439391,nodes,POINT (32.5203614 15.5275079),Al Sharif Indian Pharmacy,15.5275079,32.5203614,Khartoum,Khartoum
465,صيدلية الشريف الهندي,pharmacy,,7004876348,nodes,POINT (32.5203133 15.5280628),Al Sharif Indian Pharmacy,15.5280628,32.5203133,Khartoum,Khartoum
466,صيدلية الراية - جبرة شمال,pharmacy,,7005467606,nodes,POINT (32.5125618 15.5296879),Al Raya Pharmacy - Jabrah North,15.5296879,32.5125618,Khartoum,Khartoum
467,صيدلية د احمد مسلم,pharmacy,,7005459876,nodes,POINT (32.5114365 15.5353127),Dr. Ahmed Muslim Pharmacy,15.5353127,32.5114365,Khartoum,Khartoum
468,صيدلية اسبانيول,pharmacy,,7010915545,nodes,POINT (32.4970627 15.5313129),Español Pharmacy,15.5313129,32.4970627,Khartoum,Khartoum
469,مركز روان الصحي,clinic,,5076449722,nodes,POINT (32.4219959 15.5237664),Rowan Health Center,15.5237664,32.4219959,Khartoum,Khartoum
470,صيدلية د حسن عبد الله,pharmacy,,7130180237,nodes,POINT (32.4265633 15.5438128),Dr. Hassan Abdullah Pharmacy,15.5438128,32.4265633,Khartoum,Khartoum
471,صيدلية المها,pharmacy,,7040838308,nodes,POINT (32.4880935 15.5190556),Al Maha Pharmacy,15.5190556,32.4880935,Khartoum,Khartoum
472,صيدلية فتاشة,pharmacy,,7021350382,nodes,POINT (32.4535688 15.5891634),Fatasha Pharmacy,15.5891634,32.4535688,Omdurman,Khartoum
473,صيدلية الفياض,pharmacy,,7151285658,nodes,POINT (32.4579391 15.590313),Al Fayyad Pharmacy,15.590313,32.4579391,Omdurman,Khartoum
474,الداية التومة - شقلة الفتيحاب,doctors,,7035127185,nodes,POINT (32.4641903 15.5840132),The Owl Midwife - Shaqlat Al-Fatehab,15.5840132,32.4641903,Omdurman,Khartoum
475,صيدلية المنادي,pharmacy,,7154064394,nodes,POINT (32.4519386 15.5898123),Al-Munady Pharmacy,15.5898123,32.4519386,Omdurman,Khartoum
476,صيدلية ابوالمقداد,pharmacy,,4548439403,nodes,POINT (32.535415 15.5843403),Abu Al-Muqaddad Pharmacy,15.5843403,32.535415,Khartoum,Khartoum
477,مركز بنون الطبي,clinic,,7071007928,nodes,POINT (32.5367192 15.5892829),Benon Medical Center,15.5892829,32.5367192,Khartoum,Khartoum
478,صيدلية المك نمر,pharmacy,,998604359,nodes,POINT (32.5365725 15.5914782),Mak Nimr Pharmacy,15.5914782,32.5365725,Khartoum,Khartoum
479,عيادة احمد ابشر,clinic,,3147220077,nodes,POINT (32.5341987 15.5781063),Ahmed Absher Clinic,15.5781063,32.5341987,Khartoum,Khartoum
480,عيادة دكتور بشرة للعيون,clinic,,3147216458,nodes,POINT (32.5341414 15.5766209),Dr. Bashara Eye Clinic,15.5766209,32.5341414,Khartoum,Khartoum
481,كمبال العالميه المكتب العلمي,pharmacy,,4548458738,nodes,POINT (32.5505206 15.5732472),Kambal International Scientific Office,15.5732472,32.5505206,Khartoum,Khartoum
482,صيدلية طيبة2,pharmacy,,4548474194,nodes,POINT (32.5398065 15.5422656),Taiba Pharmacy 2,15.5422656,32.5398065,Khartoum,Khartoum
483,صيدلية الياذة الحديثة,pharmacy,,7130194737,nodes,POINT (32.4256859 15.5398121),Modern Iliad Pharmacy,15.5398121,32.4256859,Khartoum,Khartoum
484,صيدلية ون استب,pharmacy,,7010782642,nodes,POINT (32.5153122 15.534687),One Step Pharmacy,15.534687,32.5153122,Khartoum,Khartoum
485,صيدلية تو ام - 2m,pharmacy,,7010717917,nodes,POINT (32.524189 15.5446873),2m Pharmacy,15.5446873,32.524189,Khartoum,Khartoum
486,صيدلية ود الحوري,pharmacy,,7294410108,nodes,POINT (32.562561 15.6020622),Wad Al-Hawry Pharmacy,15.6020622,32.562561,Khartoum,Khartoum
487,صيدلية الشريفة فاطمة الزهراء,pharmacy,,6953337683,nodes,POINT (32.5521889 15.6745625),Al-Sharifa Fatima Al-Zahra Pharmacy,15.6745625,32.5521889,Omdurman,Khartoum
488,صيدلية جبرة,pharmacy,,6993092702,nodes,POINT (32.5254511 15.5365496),Jabrah Pharmacy,15.5365496,32.5254511,Khartoum,Khartoum
489,مجمع عيادات ود الحسين,clinic,,3488609366,nodes,POINT (32.5262882 15.5321397),Wad Al Hussein Clinics Complex,15.5321397,32.5262882,Khartoum,Khartoum
490,صيدلية الاحمدي,pharmacy,,3488609862,nodes,POINT (32.5262668 15.5323309),Al-Ahmadi Pharmacy,15.5323309,32.5262668,Khartoum,Khartoum
491,صيدلية المعتمد صالحة هجيليجة,pharmacy,,8285936517,nodes,POINT (32.4246187 15.5360332),Certified Pharmacy Saleha Hejlija,15.5360332,32.4246187,Khartoum,Khartoum
492,صيدلية الوالدين الحديثة,pharmacy,,7159834446,nodes,POINT (32.4668121 15.6075621),Modern Parents Pharmacy,15.6075621,32.4668121,Omdurman,Khartoum
493,صيدلية الفتيحاب,pharmacy,,7092887721,nodes,POINT (32.4639714 15.6030159),Al Fateh Pharmacy,15.6030159,32.4639714,Omdurman,Khartoum
494,صيدلية التهامي,pharmacy,,7151223826,nodes,POINT (32.4649391 15.6045628),Al-Tahami Pharmacy,15.6045628,32.4649391,Omdurman,Khartoum
495,صيدلية فارما 2,pharmacy,,7021326302,nodes,POINT (32.4602423 15.5962619),Pharma 2 Pharmacy,15.5962619,32.4602423,Omdurman,Khartoum
496,صيدلية اليمامة,pharmacy,,7151235240,nodes,POINT (32.4598122 15.5950623),Al Yamamah Pharmacy,15.5950623,32.4598122,Omdurman,Khartoum
497,صيدلية اويس,pharmacy,,7154083506,nodes,POINT (32.449688 15.595437),Owais Pharmacy,15.595437,32.449688,Omdurman,Khartoum
498,صيدلية A to Z,pharmacy,,4628040889,nodes,POINT (32.5603038 15.5911531),A to Z Pharmacy,15.5911531,32.5603038,Khartoum,Khartoum
499,صيدلية بكري وشذى,pharmacy,,7736706395,nodes,POINT (32.5631866 15.5946875),Bakri and Shaza Pharmacy,15.5946875,32.5631866,Khartoum,Khartoum
500,صيدلية الرقية,pharmacy,,7294567339,nodes,POINT (32.5646389 15.5949276),Al-Ruqaya Pharmacy,15.5949276,32.5646389,Khartoum,Khartoum
501,صيدلية انعام,pharmacy,,7294561660,nodes,POINT (32.5663109 15.5951872),Enaam Pharmacy,15.5951872,32.5663109,Khartoum,Khartoum
502,صيدلية ميديسينا 2,pharmacy,,7294599415,nodes,POINT (32.5633125 15.5950623),Medicine Pharmacy 2,15.5950623,32.5633125,Khartoum,Khartoum
503,صيدلية الاتفاق,pharmacy,,7736694954,nodes,POINT (32.5621872 15.5946875),Al Ittifaq Pharmacy,15.5946875,32.5621872,Khartoum,Khartoum
504,صيدلية التراجمة,pharmacy,,6789380359,nodes,POINT (32.4853726 15.7232884),Translators Pharmacy,15.7232884,32.4853726,Omdurman,Khartoum
505,صيدلية المجتمع,pharmacy,,6794724481,nodes,POINT (32.4716521 15.7254221),Community Pharmacy,15.7254221,32.4716521,Omdurman,Khartoum
506,صيدلية زحل,pharmacy,امدرمان,6796678847,nodes,POINT (32.4858129 15.7247555),Saturn Pharmacy,15.7247555,32.4858129,Omdurman,Khartoum
507,صيدلية سديم,pharmacy,,6814349337,nodes,POINT (32.4595955 15.7399344),Sedem Pharmacy,15.7399344,32.4595955,Omdurman,Khartoum
508,صيدلية تشفيني,pharmacy,,7166676050,nodes,POINT (32.4355621 15.6219378),Chefini Pharmacy,15.6219378,32.4355621,Omdurman,Khartoum
